date,temperature_c,humidity_pct,wind_speed_ms,solar_radiation_kwh_m2_day,rainfall_mm,cloud_cover_pct,site_name,latitude,longitude,data_source,load_timestamp
2023-11-28,19.85,66.16,3.67,3.9396,0.0,1.41,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-11-29,19.75,58.66,3.29,3.5592,0.0,0.84,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-11-30,20.57,59.1,3.23,3.9792,0.0,0.72,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-01,21.08,56.78,4.4,4.2578,0.0,0.77,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-02,21.13,55.92,4.92,3.8875,0.0,2.48,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-03,21.72,53.72,4.09,3.7058,0.0,5.33,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-04,20.67,45.15,4.6,4.465,0.0,2.52,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-05,19.07,39.08,4.67,4.6932,0.0,4.22,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-06,19.15,41.96,4.01,4.3961,0.0,5.64,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-07,19.41,45.21,3.48,4.2074,0.0,3.83,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-08,20.28,42.13,2.43,4.3313,0.0,4.21,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-09,21.8,32.29,1.23,4.5204,0.0,9.93,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-10,21.33,29.3,1.88,4.5372,0.0,7.4,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-11,21.49,23.28,1.29,4.5931,0.0,11.85,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-12,21.06,49.55,2.38,4.2775,0.0,15.68,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-13,21.24,39.61,1.94,3.8885,0.0,44.73,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-14,20.67,38.33,2.72,4.4395,0.0,7.01,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-15,21.4,43.13,2.42,3.7445,0.0,7.71,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-16,21.05,31.42,3.27,3.9202,0.0,3.33,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-17,19.97,32.97,3.82,4.2012,0.0,4.37,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-18,19.56,30.05,4.1,4.3488,0.0,24.05,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-19,20.24,32.63,4.08,3.4414,0.0,67.4,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-20,19.69,29.55,3.17,2.1874,0.0,97.52,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-21,20.56,28.25,3.21,3.8078,0.0,72.92,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-22,21.72,28.25,2.59,3.8162,0.0,38.13,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-23,22.2,22.13,2.14,4.2526,0.0,9.06,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-24,20.9,26.18,2.82,4.2737,0.0,9.7,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-25,20.5,30.33,2.81,3.9953,0.0,7.61,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-26,20.64,34.0,2.46,4.1794,0.0,8.7,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-27,20.27,38.57,2.86,3.5242,0.0,79.7,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-28,20.81,38.66,2.94,3.5885,0.0,33.56,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-29,21.19,38.08,2.58,3.6823,0.0,27.35,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-30,21.07,34.1,3.03,4.019,0.0,6.03,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2023-12-31,19.61,34.59,3.89,4.2103,0.0,6.89,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-01,18.66,32.36,3.93,4.1122,0.0,6.58,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-02,18.22,31.33,3.83,4.2341,0.0,5.98,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-03,18.03,29.29,3.68,4.1683,0.0,7.29,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-04,17.32,28.28,4.53,4.267,0.0,5.4,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-05,17.08,32.97,4.09,4.1959,0.0,6.36,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-06,17.81,34.5,4.17,4.3966,0.0,5.54,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-07,17.97,40.36,4.46,4.4981,0.0,4.89,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-08,17.9,38.3,4.02,4.4374,0.0,5.19,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-09,17.28,37.7,5.36,4.5559,0.0,5.38,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-10,15.73,39.88,4.83,4.483,0.01,7.89,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-11,16.16,31.46,3.35,4.6457,0.0,8.6,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-12,17.59,24.5,2.73,4.7294,0.0,15.65,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-13,19.46,22.31,2.34,4.711,0.0,11.15,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-14,18.61,27.09,2.55,4.7318,0.0,28.0,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-15,18.72,26.24,2.12,4.529,0.0,25.04,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-16,19.74,51.79,2.05,3.989,0.0,19.9,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-17,20.66,49.83,2.66,3.7498,0.0,18.21,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-18,19.41,30.78,3.49,4.3174,0.0,6.83,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-19,18.92,30.1,3.53,4.5017,0.0,6.37,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-20,19.77,30.15,2.69,4.4914,0.0,6.31,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-21,20.85,29.79,2.04,4.446,0.0,20.38,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-22,22.04,38.94,1.86,4.3934,0.0,27.79,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-23,20.87,52.46,2.69,4.5619,0.0,4.95,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-24,18.44,29.35,3.38,4.7431,0.0,9.25,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-25,19.11,22.26,2.22,4.6651,0.0,42.29,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-26,19.78,21.09,2.45,4.705,0.0,32.68,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-27,20.43,24.99,2.91,4.3493,0.0,57.72,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-28,20.8,36.08,3.28,4.2859,0.0,48.66,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-29,22.64,61.54,2.2,3.7949,0.0,61.14,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-30,23.53,60.52,2.22,3.883,0.0,67.42,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-01-31,22.89,68.49,4.03,3.7236,0.0,71.67,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-01,23.79,57.21,2.7,4.8422,0.0,23.96,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-02,24.0,46.35,1.91,4.789,0.01,11.84,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-03,24.58,40.22,3.55,4.1674,0.0,14.67,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-04,24.72,64.33,3.92,4.4364,0.55,23.89,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-05,22.91,48.07,2.93,4.6034,0.0,26.97,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-06,22.0,39.24,2.08,4.6032,0.0,36.24,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-07,22.84,43.83,3.2,4.1638,0.0,87.53,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-08,20.59,29.59,4.17,4.8163,0.0,62.97,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-09,20.3,21.68,2.35,5.4835,0.0,16.15,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-10,20.19,20.2,2.27,5.4595,0.0,5.87,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-11,19.47,19.95,3.67,5.4029,0.0,33.89,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-12,19.71,18.45,3.28,5.0448,0.0,72.9,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-13,20.27,17.97,3.61,4.1882,0.0,80.54,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-14,20.21,19.58,4.04,5.2927,0.0,7.78,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-15,20.0,17.96,3.85,5.2039,0.0,12.99,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-16,22.22,18.62,3.88,5.0554,0.0,17.51,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-17,23.67,18.56,3.15,5.4389,0.0,18.06,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-18,22.76,30.55,4.58,5.5414,0.0,34.72,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-19,24.83,63.86,6.58,5.0882,0.0,47.08,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-20,25.49,67.56,5.42,4.8612,0.0,24.32,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-21,24.0,56.85,4.42,5.5426,0.0,7.29,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-22,23.12,46.29,3.19,5.6899,0.0,6.77,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-23,21.62,14.75,2.4,6.1445,0.0,10.15,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-24,21.17,15.1,2.72,6.0588,0.0,12.01,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-25,20.99,13.99,3.83,5.2915,0.0,49.73,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-26,22.43,17.51,3.08,3.4894,0.0,76.88,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-27,22.94,29.52,4.55,5.6899,0.0,10.02,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-28,24.26,34.63,4.46,5.6002,0.0,7.03,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-02-29,26.92,28.16,2.6,5.4526,0.0,26.21,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-01,25.2,51.92,5.38,4.9176,0.19,83.83,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-02,22.14,47.28,6.39,5.8013,4.95,37.04,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-03,16.98,27.8,3.55,6.2126,0.0,61.77,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-04,17.62,25.92,2.62,6.6312,0.0,28.7,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-05,18.77,17.16,3.85,6.4061,0.0,8.79,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-06,21.27,20.62,3.31,6.0235,0.0,13.52,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-07,22.69,41.5,3.63,6.2414,0.0,3.33,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-08,23.31,21.84,3.84,6.2587,0.0,5.07,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-09,23.16,20.2,3.67,6.1853,0.0,35.72,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-10,25.63,19.6,2.98,5.7062,0.0,27.9,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-11,26.2,36.41,3.64,6.3526,0.0,3.89,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-12,26.42,49.62,3.4,6.4349,0.0,4.69,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-13,25.88,49.17,5.48,6.1843,0.0,6.69,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-14,24.74,34.53,1.99,6.4142,0.0,5.75,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-15,25.75,18.49,2.49,6.3535,0.0,5.34,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-16,26.4,21.4,3.02,6.2616,0.0,6.94,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-17,27.42,18.63,2.95,6.3245,0.0,5.32,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-18,28.43,17.0,2.38,6.4685,0.0,12.5,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-19,29.0,26.53,3.55,6.0449,0.0,31.52,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-20,29.26,32.96,3.23,5.7972,0.0,47.52,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-21,30.16,28.41,3.54,5.2776,0.0,51.8,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-22,28.99,36.32,5.21,6.6506,0.0,21.05,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-23,29.76,48.46,4.74,5.7914,0.0,47.35,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-24,29.97,50.35,4.85,6.1963,0.0,30.47,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-25,31.06,47.3,3.04,6.3953,0.0,10.71,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-26,32.19,38.31,3.86,6.1944,0.0,36.35,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-27,31.67,43.3,4.82,6.3026,0.0,45.52,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-28,30.95,41.3,4.4,6.2218,0.0,50.02,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-29,29.31,39.26,5.51,6.2906,0.0,26.67,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-30,28.06,44.1,5.1,6.9454,0.0,5.14,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-03-31,28.19,43.1,3.61,6.0864,0.0,34.17,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-01,29.51,32.85,3.97,6.2525,0.0,64.55,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-02,29.97,37.85,5.22,5.5378,0.0,64.95,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-03,29.95,48.85,5.56,5.8541,0.0,57.45,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-04,29.61,50.35,5.04,3.1337,0.0,99.73,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-05,30.51,41.88,6.56,3.3895,0.0,99.49,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-06,30.3,39.24,5.0,6.7927,0.0,17.33,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-07,31.13,38.77,3.29,6.2683,0.28,14.95,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-08,31.9,35.3,2.97,6.8266,0.0,6.04,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-09,32.79,24.28,4.11,6.8016,0.0,7.06,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-10,32.24,25.04,4.32,6.3559,0.0,64.96,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-11,31.77,35.69,3.31,6.2302,0.0,20.97,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-12,31.37,44.03,4.29,6.24,0.0,19.91,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-13,29.72,54.37,4.53,6.0374,1.74,58.53,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-14,29.75,56.16,3.32,4.02,9.29,93.41,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-15,29.98,47.03,3.61,5.0738,0.0,85.29,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-16,30.7,42.58,3.58,6.2527,0.0,55.62,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-17,32.81,33.44,3.27,6.384,0.0,50.94,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-18,31.94,39.28,5.39,6.5724,0.0,46.05,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-19,30.39,45.99,7.07,7.199,0.0,11.76,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-20,28.93,52.58,4.68,6.3403,0.0,74.62,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-21,30.56,44.58,4.61,7.3548,0.0,30.43,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-22,31.18,44.44,5.52,7.0913,0.0,8.85,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-23,31.62,44.55,4.23,6.9046,0.0,7.43,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-24,32.05,43.11,3.87,7.085,0.0,5.99,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-25,31.95,43.42,4.78,7.2422,0.0,5.23,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-26,30.56,47.68,5.87,6.7889,0.0,35.27,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-27,32.38,39.39,5.62,6.977,0.0,40.51,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-28,32.46,36.57,5.38,7.0152,0.0,49.58,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-29,32.35,33.67,5.43,6.4298,0.0,41.25,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-04-30,31.57,23.16,4.62,7.265,0.0,4.54,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-05-01,30.76,14.74,5.0,7.7256,0.0,15.25,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-05-02,31.07,23.97,2.28,6.9302,0.0,55.32,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-05-03,32.07,42.95,5.03,6.5093,0.0,70.47,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-05-04,32.01,44.3,6.14,5.2538,0.0,95.46,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-05-05,31.84,49.06,6.2,6.103,0.0,55.32,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-05-06,33.71,48.45,5.08,7.271,0.0,5.01,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-05-07,35.03,43.07,4.2,7.1597,0.0,9.91,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-05-08,35.26,39.98,5.33,7.248,0.0,7.69,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-05-09,34.62,42.36,5.98,7.1518,0.0,9.1,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-05-10,33.13,49.09,6.53,7.4462,0.0,4.97,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-05-11,32.78,51.07,4.77,7.2912,0.0,11.81,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-05-12,33.22,47.15,4.55,7.5907,0.0,6.97,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-05-13,34.04,45.08,4.52,7.2744,0.18,14.32,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-05-14,34.82,40.81,2.63,6.9343,2.21,22.32,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-05-15,36.1,36.62,2.98,6.5194,0.12,37.01,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-05-16,36.84,33.29,4.3,6.2218,0.25,37.81,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-05-17,37.11,29.9,6.14,7.0296,0.0,3.65,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-05-18,37.12,28.48,6.34,7.0723,0.0,4.4,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-05-19,36.89,27.81,6.42,7.0046,0.0,10.67,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-05-20,35.39,40.35,6.93,7.2082,0.0,3.42,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-05-21,35.71,49.22,5.22,7.2653,0.0,4.91,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-05-22,37.43,41.25,5.53,7.3841,0.0,6.53,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
2024-05-23,37.44,38.32,6.54,7.4333,0.0,3.78,Khavda Renewable Energy Park,23.9,69.75,NASA_POWER,2026-06-22 15:19:25.133695
