date,site_name,solar_generation_mw,wind_generation_mw,total_generation_mw,renewable_energy_mwh,co2_avoided_kg,coal_saved_kg,trees_equivalent,co2_avoided_tons,coal_saved_tons,trees_equivalent_million
2023-10-04,Khavda Renewable Energy Park,169.57438227238077,1.0018164266117977,170.57619869899258,170.58,139872.48,85288.1,6357.84,139.87,85.29,0.01
2023-10-05,Khavda Renewable Energy Park,167.1480316393888,1.1382518518518514,168.28628349124065,168.29,137994.75,84143.14,6272.49,137.99,84.14,0.01
2023-10-06,Khavda Renewable Energy Park,161.89554072978,2.068102709190671,163.96364343897068,163.96,134450.19,81981.82,6111.37,134.45,81.98,0.01
2023-10-07,Khavda Renewable Energy Park,155.53463896696,1.1586990054869692,156.69333797244695,156.69,128488.54,78346.67,5840.39,128.49,78.35,0.01
2023-10-08,Khavda Renewable Energy Park,160.44018046510078,1.353849931412895,161.79403039651368,161.79,132671.1,80897.02,6030.5,132.67,80.9,0.01
2023-10-09,Khavda Renewable Energy Park,152.82317090933202,3.4872252400548707,156.3103961493869,156.31,128174.52,78155.2,5826.11,128.17,78.16,0.01
2023-10-10,Khavda Renewable Energy Park,147.1417055531632,1.1793895747599457,148.32109512792314,148.32,121623.3,74160.55,5528.33,121.62,74.16,0.01
2023-10-11,Khavda Renewable Energy Park,143.4985167553872,0.0933854252400548,143.59190218062724,143.59,117745.36,71795.95,5352.06,117.75,71.8,0.01
2023-10-12,Khavda Renewable Energy Park,145.408148019596,0.0,145.408148019596,145.41,119234.68,72704.07,5419.76,119.23,72.7,0.01
2023-10-13,Khavda Renewable Energy Park,128.58770425138,0.0001749999999999,128.58787925138,128.59,105442.06,64293.94,4792.82,105.44,64.29,0.0
2023-10-14,Khavda Renewable Energy Park,132.1677088182528,0.2547481481481478,132.42245696640094,132.42,108586.41,66211.23,4935.75,108.59,66.21,0.0
2023-10-15,Khavda Renewable Energy Park,145.730589260168,1.569767524005487,147.3003567841735,147.3,120786.29,73650.18,5490.29,120.79,73.65,0.01
2023-10-16,Khavda Renewable Energy Park,133.10893551527002,1.200325,134.30926051527,134.31,110133.59,67154.63,5006.07,110.13,67.15,0.01
2023-10-17,Khavda Renewable Energy Park,124.1872754382326,0.0265481481481481,124.21382358638076,124.21,101855.34,62106.91,4629.79,101.86,62.11,0.0
2023-10-18,Khavda Renewable Energy Park,137.36457964964242,0.0,137.36457964964242,137.36,112638.96,68682.29,5119.95,112.64,68.68,0.01
2023-10-19,Khavda Renewable Energy Park,140.221188721152,0.0,140.221188721152,140.22,114981.37,70110.59,5226.43,114.98,70.11,0.01
2023-10-20,Khavda Renewable Energy Park,139.6111832113152,0.0,139.6111832113152,139.61,114481.17,69805.59,5203.69,114.48,69.81,0.01
2023-10-21,Khavda Renewable Energy Park,142.73038007284978,0.0,142.73038007284978,142.73,117038.91,71365.19,5319.95,117.04,71.37,0.01
2023-10-22,Khavda Renewable Energy Park,136.62170914053198,0.0,136.62170914053198,136.62,112029.8,68310.85,5092.26,112.03,68.31,0.01
2023-10-23,Khavda Renewable Energy Park,126.8048616835,0.0,126.8048616835,126.8,103979.99,63402.43,4726.36,103.98,63.4,0.0
2023-10-24,Khavda Renewable Energy Park,119.6065875486592,0.0,119.6065875486592,119.61,98077.4,59803.29,4458.06,98.08,59.8,0.0
2023-10-25,Khavda Renewable Energy Park,139.5648192319392,0.0004148148148148,139.565234046754,139.57,114443.49,69782.62,5201.98,114.44,69.78,0.01
2023-10-26,Khavda Renewable Energy Park,139.4653368398928,0.0,139.4653368398928,139.47,114361.58,69732.67,5198.25,114.36,69.73,0.01
2023-10-27,Khavda Renewable Energy Park,118.04350038835202,0.0,118.04350038835202,118.04,96795.67,59021.75,4399.8,96.8,59.02,0.0
2023-10-28,Khavda Renewable Energy Park,69.6791766921096,0.0,69.6791766921096,69.68,57136.92,34839.59,2597.13,57.14,34.84,0.0
2023-10-29,Khavda Renewable Energy Park,116.0345022809016,0.0,116.0345022809016,116.03,95148.29,58017.25,4324.92,95.15,58.02,0.0
2023-10-30,Khavda Renewable Energy Park,131.50676787600003,0.0,131.50676787600003,131.51,107835.55,65753.38,4901.62,107.84,65.75,0.0
2023-10-31,Khavda Renewable Energy Park,123.8151241800704,0.0042192043895747,123.81934338445996,123.82,101531.86,61909.67,4615.08,101.53,61.91,0.0
2023-11-01,Khavda Renewable Energy Park,122.80145988987802,0.0,122.80145988987802,122.8,100697.2,61400.73,4577.15,100.7,61.4,0.0
2023-11-02,Khavda Renewable Energy Park,116.531265726722,0.0,116.531265726722,116.53,95555.64,58265.63,4343.44,95.56,58.27,0.0
2023-11-03,Khavda Renewable Energy Park,118.5342038488608,0.0,118.5342038488608,118.53,97198.05,59267.1,4418.09,97.2,59.27,0.0
2023-11-04,Khavda Renewable Energy Park,97.1854229646014,0.0,97.1854229646014,97.19,79692.05,48592.71,3622.37,79.69,48.59,0.0
2023-11-05,Khavda Renewable Energy Park,120.079136983971,0.0,120.079136983971,120.08,98464.89,60039.57,4475.68,98.46,60.04,0.0
2023-11-06,Khavda Renewable Energy Park,112.539018395232,0.0,112.539018395232,112.54,92282.0,56269.51,4194.64,92.28,56.27,0.0
2023-11-07,Khavda Renewable Energy Park,95.63595893852002,0.0,95.63595893852002,95.64,78421.49,47817.98,3564.61,78.42,47.82,0.0
2023-11-08,Khavda Renewable Energy Park,80.200726943304,0.0,80.200726943304,80.2,65764.6,40100.36,2989.3,65.76,40.1,0.0
2023-11-09,Khavda Renewable Energy Park,99.27345638496,0.0,99.27345638496,99.27,81404.23,49636.73,3700.19,81.4,49.64,0.0
2023-11-10,Khavda Renewable Energy Park,116.83538779611598,0.0,116.83538779611598,116.84,95805.02,58417.69,4354.77,95.81,58.42,0.0
2023-11-11,Khavda Renewable Energy Park,132.07746168487645,0.0009832647462277,132.07844494962265,132.08,108304.32,66039.22,4922.92,108.3,66.04,0.0
2023-11-12,Khavda Renewable Energy Park,105.883177235,0.0001749999999999,105.883352235,105.88,86824.35,52941.68,3946.56,86.82,52.94,0.0
2023-11-13,Khavda Renewable Energy Park,65.02927926000001,0.0,65.02927926000001,65.03,53324.01,32514.64,2423.82,53.32,32.51,0.0
2023-11-14,Khavda Renewable Energy Park,99.1189374258248,0.0,99.1189374258248,99.12,81277.53,49559.47,3694.43,81.28,49.56,0.0
2023-11-15,Khavda Renewable Energy Park,125.06200212,0.0064814814814814,125.06848360148147,125.07,102556.16,62534.24,4661.64,102.56,62.53,0.0
2023-11-16,Khavda Renewable Energy Park,117.37315546000002,0.0001749999999999,117.37333046000002,117.37,96246.13,58686.67,4374.82,96.25,58.69,0.0
2023-11-17,Khavda Renewable Energy Park,107.85130224,0.0,107.85130224,107.85,88438.07,53925.65,4019.91,88.44,53.93,0.0
2023-11-18,Khavda Renewable Energy Park,107.75225252,0.0,107.75225252,107.75,88356.85,53876.13,4016.22,88.36,53.88,0.0
2023-11-19,Khavda Renewable Energy Park,103.65277076,0.0,103.65277076,103.65,84995.27,51826.39,3863.42,85.0,51.83,0.0
2023-11-20,Khavda Renewable Energy Park,104.97293587,0.0001749999999999,104.97311087,104.97,86077.95,52486.56,3912.63,86.08,52.49,0.0
2023-11-21,Khavda Renewable Energy Park,99.0684816,1.5363511659808e-05,99.06849696351166,99.07,81236.17,49534.25,3692.55,81.24,49.53,0.0
2023-11-22,Khavda Renewable Energy Park,106.2811486,0.0,106.2811486,106.28,87150.54,53140.57,3961.39,87.15,53.14,0.0
2023-11-23,Khavda Renewable Energy Park,104.88931002,0.0,104.88931002,104.89,86009.23,52444.66,3909.51,86.01,52.44,0.0
2023-11-24,Khavda Renewable Energy Park,110.70351468,0.0002400548696844,110.70375473486968,110.7,90777.08,55351.88,4126.23,90.78,55.35,0.0
2023-11-25,Khavda Renewable Energy Park,53.95150255,0.0300068587105624,53.981509408710565,53.98,44264.84,26990.75,2012.04,44.26,26.99,0.0
2023-11-26,Khavda Renewable Energy Park,46.292912050000005,0.1526883401920438,46.44560039019205,46.45,38085.39,23222.8,1731.15,38.09,23.22,0.0
2023-11-27,Khavda Renewable Energy Park,80.70472135,1.5363511659808e-05,80.70473671351166,80.7,66177.88,40352.37,3008.09,66.18,40.35,0.0
2023-11-28,Khavda Renewable Energy Park,107.42245206,0.072199622770919,107.49465168277092,107.49,88145.61,53747.33,4006.62,88.15,53.75,0.0
2023-11-29,Khavda Renewable Energy Park,97.38469488,0.0058546982167352,97.39054957821676,97.39,79860.25,48695.27,3630.01,79.86,48.7,0.0
2023-11-30,Khavda Renewable Energy Park,108.95527104,0.0029207475994513,108.95819178759946,108.96,89345.72,54479.1,4061.17,89.35,54.48,0.0
2023-12-01,Khavda Renewable Energy Park,116.54854651,0.6587105624142665,117.20725707241428,117.21,96109.95,58603.63,4368.63,96.11,58.6,0.0
2023-12-02,Khavda Renewable Energy Park,105.315485,1.699081481481481,107.01456648148148,107.01,87751.94,53507.28,3988.72,87.75,53.51,0.0
2023-12-03,Khavda Renewable Energy Park,98.65043419,0.3108780178326473,98.96131220783266,98.96,81148.28,49480.66,3688.56,81.15,49.48,0.0
2023-12-04,Khavda Renewable Energy Park,120.930953,0.9832647462277084,121.91421774622768,121.91,99969.66,60957.11,4544.08,99.97,60.96,0.0
2023-12-05,Khavda Renewable Energy Park,125.79512484,1.1180466735253771,126.91317151352536,126.91,104068.8,63456.59,4730.4,104.07,63.46,0.0
2023-12-06,Khavda Renewable Energy Park,116.80173934,0.2473287722908091,117.0490681122908,117.05,95980.24,58524.53,4362.74,95.98,58.52,0.0
2023-12-07,Khavda Renewable Energy Park,113.04463357,0.0265481481481481,113.07118171814814,113.07,92718.37,56535.59,4214.47,92.72,56.54,0.0
2023-12-08,Khavda Renewable Energy Park,116.102012455,0.0,116.102012455,116.1,95203.65,58051.01,4327.44,95.2,58.05,0.0
2023-12-09,Khavda Renewable Energy Park,116.90455062000002,0.0,116.90455062000002,116.9,95861.73,58452.28,4357.35,95.86,58.45,0.0
2023-12-10,Khavda Renewable Energy Park,119.23307880000004,0.0,119.23307880000004,119.23,97771.12,59616.54,4444.14,97.77,59.62,0.0
2023-12-11,Khavda Renewable Energy Park,117.329591225,0.0,117.329591225,117.33,96210.26,58664.8,4373.19,96.21,58.66,0.0
2023-12-12,Khavda Renewable Energy Park,106.564502,0.0,106.564502,106.56,87382.89,53282.25,3971.95,87.38,53.28,0.0
2023-12-13,Khavda Renewable Energy Park,78.23487017500001,0.0,78.23487017500001,78.23,64152.59,39117.44,2916.03,64.15,39.12,0.0
2023-12-14,Khavda Renewable Energy Park,116.951302325,0.0,116.951302325,116.95,95900.07,58475.65,4359.09,95.9,58.48,0.0
2023-12-15,Khavda Renewable Energy Park,98.210184325,0.0,98.210184325,98.21,80532.35,49105.09,3660.56,80.53,49.11,0.0
2023-12-16,Khavda Renewable Energy Park,105.65154611,0.004725,105.65627111,105.66,86638.14,52828.14,3938.1,86.64,52.83,0.0
2023-12-17,Khavda Renewable Energy Park,112.50372474,0.1323585733882029,112.6360833133882,112.64,92361.59,56318.04,4198.25,92.36,56.32,0.0
2023-12-18,Khavda Renewable Energy Park,102.3348744,0.3195130315500682,102.65438743155008,102.65,84176.6,51327.19,3826.21,84.18,51.33,0.0
2023-12-19,Khavda Renewable Energy Park,56.366690599999984,0.3024,56.66909059999998,56.67,46468.65,28334.55,2112.21,46.47,28.33,0.0
2023-12-20,Khavda Renewable Energy Park,24.95648408,0.0011793895747599,24.957663469574754,24.96,20465.28,12478.83,930.24,20.47,12.48,0.0
2023-12-21,Khavda Renewable Energy Park,58.89981196,0.0022231481481481,58.90203510814814,58.9,48299.67,29451.02,2195.44,48.3,29.45,0.0
2023-12-22,Khavda Renewable Energy Park,80.93606851,0.0,80.93606851,80.94,66367.58,40468.03,3016.71,66.37,40.47,0.0
2023-12-23,Khavda Renewable Energy Park,110.58928826000002,0.0,110.58928826000002,110.59,90683.22,55294.64,4121.96,90.68,55.29,0.0
2023-12-24,Khavda Renewable Energy Park,110.68669315,0.0,110.68669315,110.69,90763.09,55343.35,4125.6,90.76,55.34,0.0
2023-12-25,Khavda Renewable Energy Park,104.85405155499998,0.0,104.85405155499998,104.85,85980.32,52427.03,3908.2,85.98,52.43,0.0
2023-12-26,Khavda Renewable Energy Park,108.9339713,0.0,108.9339713,108.93,89325.86,54466.99,4060.27,89.33,54.47,0.0
2023-12-27,Khavda Renewable Energy Park,50.5705079,0.0,50.5705079,50.57,41467.82,25285.25,1884.9,41.47,25.29,0.0
2023-12-28,Khavda Renewable Energy Park,78.8127901,0.0,78.8127901,78.81,64626.49,39406.4,2937.57,64.63,39.41,0.0
2023-12-29,Khavda Renewable Energy Park,84.645950675,0.0,84.645950675,84.65,69409.68,42322.98,3154.99,69.41,42.32,0.0
2023-12-30,Khavda Renewable Energy Park,106.52379595,6.481481481481354e-06,106.52380243148149,106.52,87349.52,53261.9,3970.43,87.35,53.26,0.0
2023-12-31,Khavda Renewable Energy Park,110.996770445,0.1692312414266118,111.16600168642664,111.17,91156.12,55583.0,4143.46,91.16,55.58,0.0
2024-01-01,Khavda Renewable Energy Park,108.62088446,0.1930898148148148,108.8139742748148,108.81,89227.46,54406.99,4055.79,89.23,54.41,0.0
2024-01-02,Khavda Renewable Energy Park,112.25996352999998,0.1372602537722908,112.39722378377228,112.4,92165.72,56198.61,4189.35,92.17,56.2,0.0
2024-01-03,Khavda Renewable Energy Park,109.614410345,0.0754809327846365,109.68989127778464,109.69,89945.71,54844.95,4088.44,89.95,54.84,0.0
2024-01-04,Khavda Renewable Energy Park,113.540603,0.8597750000000005,114.400378,114.4,93808.31,57200.19,4264.01,93.81,57.2,0.0
2024-01-05,Khavda Renewable Energy Park,110.98407254,0.3108780178326473,111.29495055783264,111.29,91261.86,55647.48,4148.27,91.26,55.65,0.0
2024-01-06,Khavda Renewable Energy Park,116.88756794,0.384475,117.27204294,117.27,96163.08,58636.02,4371.05,96.16,58.64,0.0
2024-01-07,Khavda Renewable Energy Park,120.068458015,0.7470834019204388,120.81554141692044,120.82,99068.74,60407.77,4503.12,99.07,60.41,0.0
2024-01-08,Khavda Renewable Energy Park,118.22853251000002,0.2547481481481478,118.48328065814816,118.48,97156.29,59241.64,4416.2,97.16,59.24,0.0
2024-01-09,Khavda Renewable Energy Park,121.24297757000002,3.155342661179699,124.39832023117972,124.4,102006.62,62199.16,4636.66,102.01,62.2,0.0
2024-01-10,Khavda Renewable Energy Park,117.44630645,1.471173148148148,118.91747959814816,118.92,97512.33,59458.74,4432.38,97.51,59.46,0.0
2024-01-11,Khavda Renewable Energy Park,121.1645017,0.0102923525377229,121.17479405253772,121.17,99363.33,60587.4,4516.52,99.36,60.59,0.0
2024-01-12,Khavda Renewable Energy Park,117.84600684999998,0.0,117.84600684999998,117.85,96633.73,58923.0,4392.44,96.63,58.92,0.0
2024-01-13,Khavda Renewable Energy Park,120.88543775,0.0,120.88543775,120.89,99126.06,60442.72,4505.73,99.13,60.44,0.0
2024-01-14,Khavda Renewable Energy Park,108.263584,0.0,108.263584,108.26,88776.14,54131.79,4035.28,88.78,54.13,0.0
2024-01-15,Khavda Renewable Energy Park,105.8354836,0.0,105.8354836,105.84,86785.1,52917.74,3944.78,86.79,52.92,0.0
2024-01-16,Khavda Renewable Energy Park,96.5996185,0.0,96.5996185,96.6,79211.69,48299.81,3600.53,79.21,48.3,0.0
2024-01-17,Khavda Renewable Energy Park,91.85266343,0.0,91.85266343,91.85,75319.18,45926.33,3423.6,75.32,45.93,0.0
2024-01-18,Khavda Renewable Energy Park,113.86300607,0.0282422153635116,113.89124828536352,113.89,93390.82,56945.62,4245.04,93.39,56.95,0.0
2024-01-19,Khavda Renewable Energy Park,119.06523821499998,0.0357386488340191,119.100976863834,119.1,97662.8,59550.49,4439.22,97.66,59.55,0.0
2024-01-20,Khavda Renewable Energy Park,118.83727889,0.0,118.83727889,118.84,97446.57,59418.64,4429.39,97.45,59.42,0.0
2024-01-21,Khavda Renewable Energy Park,107.3144358,0.0,107.3144358,107.31,87997.84,53657.22,3999.9,88.0,53.66,0.0
2024-01-22,Khavda Renewable Energy Park,100.67322330999998,0.0,100.67322330999998,100.67,82552.04,50336.61,3752.37,82.55,50.34,0.0
2024-01-23,Khavda Renewable Energy Park,121.726318175,0.0,121.726318175,121.73,99815.58,60863.16,4537.07,99.82,60.86,0.0
2024-01-24,Khavda Renewable Energy Park,123.19609362500002,0.0131722908093278,123.20926591580934,123.21,101031.6,61604.63,4592.35,101.03,61.6,0.0
2024-01-25,Khavda Renewable Energy Park,95.737881965,0.0,95.737881965,95.74,78505.06,47868.94,3568.41,78.51,47.87,0.0
2024-01-26,Khavda Renewable Energy Park,104.017199,0.0,104.017199,104.02,85294.1,52008.6,3877.0,85.29,52.01,0.0
2024-01-27,Khavda Renewable Energy Park,78.18388666,0.0,78.18388666,78.18,64110.79,39091.94,2914.13,64.11,39.09,0.0
2024-01-28,Khavda Renewable Energy Park,83.45118749,0.0052696844993141,83.4564571744993,83.46,68434.29,41728.23,3110.65,68.43,41.73,0.0
2024-01-29,Khavda Renewable Energy Park,66.07641930999999,0.0,66.07641930999999,66.08,54182.66,33038.21,2462.85,54.18,33.04,0.0
2024-01-30,Khavda Renewable Energy Park,63.5868431,0.0,63.5868431,63.59,52141.21,31793.42,2370.05,52.14,31.79,0.0
2024-01-31,Khavda Renewable Energy Park,58.36538201999999,0.2623144375857341,58.62769645758573,58.63,48074.71,29313.85,2185.21,48.07,29.31,0.0
2024-02-01,Khavda Renewable Energy Park,114.01734652,0.0,114.01734652,114.02,93494.22,57008.67,4249.74,93.49,57.01,0.0
2024-02-02,Khavda Renewable Energy Park,122.3417096,0.0,122.3417096,122.34,100320.2,61170.85,4560.01,100.32,61.17,0.0
2024-02-03,Khavda Renewable Energy Park,104.51609993,0.0399391289437585,104.55603905894375,104.56,85735.95,52278.02,3897.09,85.74,52.28,0.0
2024-02-04,Khavda Renewable Energy Park,104.51337666,0.1869278463648833,104.70030450636489,104.7,85854.25,52350.15,3902.47,85.85,52.35,0.0
2024-02-05,Khavda Renewable Energy Park,106.10813983,0.0,106.10813983,106.11,87008.67,53054.07,3954.94,87.01,53.05,0.0
2024-02-06,Khavda Renewable Energy Park,99.06270528,0.0,99.06270528,99.06,81231.42,49531.35,3692.34,81.23,49.53,0.0
2024-02-07,Khavda Renewable Energy Park,54.369026690000005,0.0019204389574759,54.37094712895748,54.37,44584.18,27185.47,2026.55,44.58,27.19,0.0
2024-02-08,Khavda Renewable Energy Park,82.406652185,0.384475,82.791127185,82.79,67888.72,41395.56,3085.85,67.89,41.4,0.0
2024-02-09,Khavda Renewable Energy Park,136.184093375,0.0,136.184093375,136.18,111670.96,68092.05,5075.95,111.67,68.09,0.01
2024-02-10,Khavda Renewable Energy Park,144.84845127499997,0.0,144.84845127499997,144.85,118775.73,72424.23,5398.9,118.78,72.42,0.01
2024-02-11,Khavda Renewable Energy Park,118.367543635,0.072199622770919,118.43974325777091,118.44,97120.59,59219.87,4414.57,97.12,59.22,0.0
2024-02-12,Khavda Renewable Energy Park,78.0506232,0.0052696844993141,78.05589288449931,78.06,64005.83,39027.95,2909.36,64.01,39.03,0.0
2024-02-13,Khavda Renewable Energy Park,59.51809137999999,0.0544878943758573,59.57257927437585,59.57,48849.52,29786.29,2220.43,48.85,29.79,0.0
2024-02-14,Khavda Renewable Energy Park,138.75501101,0.2700290809327847,139.02504009093278,139.03,114000.53,69512.52,5181.84,114.0,69.51,0.01
2024-02-15,Khavda Renewable Energy Park,131.95347093499998,0.1474236968449932,132.10089463184497,132.1,108322.73,66050.45,4923.76,108.32,66.05,0.0
2024-02-16,Khavda Renewable Energy Park,124.41769108999998,0.163590672153635,124.5812817621536,124.58,102156.65,62290.64,4643.48,102.16,62.29,0.0
2024-02-17,Khavda Renewable Energy Park,133.36237189000002,0.0008101851851851,133.3631820751852,133.36,109357.81,66681.59,4970.81,109.36,66.68,0.0
2024-02-18,Khavda Renewable Energy Park,120.64292768,0.9468513031550072,121.589778983155,121.59,99703.62,60794.89,4531.98,99.7,60.79,0.0
2024-02-19,Khavda Renewable Energy Park,100.39934476,11.014368449931412,111.4137132099314,111.41,91359.24,55706.86,4152.69,91.36,55.71,0.0
2024-02-20,Khavda Renewable Energy Park,113.9521917257856,3.402174759945131,117.35436648573072,117.35,96230.58,58677.18,4374.12,96.23,58.68,0.0
2024-02-21,Khavda Renewable Energy Park,145.75458359,0.6873462277091905,146.4419298177092,146.44,120082.38,73220.96,5458.29,120.08,73.22,0.01
2024-02-22,Khavda Renewable Energy Park,150.116347205,0.0016465363511659,150.11799374135117,150.12,123096.75,75059.0,5595.31,123.1,75.06,0.01
2024-02-23,Khavda Renewable Energy Park,158.683248625,0.0,158.683248625,158.68,130120.26,79341.62,5914.56,130.12,79.34,0.01
2024-02-24,Khavda Renewable Energy Park,154.61057898,0.0,154.61057898,154.61,126780.67,77305.29,5762.76,126.78,77.31,0.01
2024-02-25,Khavda Renewable Energy Park,102.097111325,0.1372602537722908,102.23437157877233,102.23,83832.18,51117.19,3810.55,83.83,51.12,0.0
2024-02-26,Khavda Renewable Energy Park,51.694763120000005,0.0001229080932784,51.694886028093286,51.69,42389.81,25847.44,1926.81,42.39,25.85,0.0
2024-02-27,Khavda Renewable Energy Park,147.06513833,0.8939343278463643,147.95907265784635,147.96,121326.44,73979.54,5514.84,121.33,73.98,0.01
2024-02-28,Khavda Renewable Energy Park,147.50954800999995,0.7470834019204388,148.2566314119204,148.26,121570.44,74128.32,5525.93,121.57,74.13,0.01
2024-02-29,Khavda Renewable Energy Park,125.39542319501122,0.0,125.39542319501122,125.4,102824.25,62697.71,4673.83,102.82,62.7,0.0
2024-03-01,Khavda Renewable Energy Park,67.160231477856,3.236244993141289,70.39647647099729,70.4,57725.11,35198.24,2623.87,57.73,35.2,0.0
2024-03-02,Khavda Renewable Energy Park,124.08052492,9.352110185185184,133.4326351051852,133.43,109414.76,66716.32,4973.4,109.41,66.72,0.0
2024-03-03,Khavda Renewable Energy Park,107.52737017000004,0.0399391289437585,107.56730929894378,107.57,88205.19,53783.65,4009.33,88.21,53.78,0.0
2024-03-04,Khavda Renewable Energy Park,150.9559524,0.0,150.9559524,150.96,123783.88,75477.98,5626.54,123.78,75.48,0.01
2024-03-05,Khavda Renewable Energy Park,166.876662865,0.1474236968449932,167.024086561845,167.02,136959.75,83512.04,6225.44,136.96,83.51,0.01
2024-03-06,Khavda Renewable Energy Park,152.2090262,0.0071514746227709,152.21617767462277,152.22,124817.27,76108.09,5673.51,124.82,76.11,0.01
2024-03-07,Khavda Renewable Energy Park,168.20916277,0.0600249999999999,168.26918777,168.27,137980.73,84134.59,6271.85,137.98,84.13,0.01
2024-03-08,Khavda Renewable Energy Park,166.87853451499998,0.1422814814814814,167.02081599648147,167.02,136957.07,83510.41,6225.32,136.96,83.51,0.01
2024-03-09,Khavda Renewable Energy Park,133.64082886000003,0.072199622770919,133.71302848277094,133.71,109644.68,66856.51,4983.85,109.64,66.86,0.0
2024-03-10,Khavda Renewable Energy Park,130.32276523908402,0.0,130.32276523908402,130.32,106864.67,65161.38,4857.48,106.86,65.16,0.0
2024-03-11,Khavda Renewable Energy Park,169.80011208828796,0.0629289437585734,169.86304103204654,169.86,139287.69,84931.52,6331.26,139.29,84.93,0.01
2024-03-12,Khavda Renewable Energy Park,171.00325565203318,0.0153635116598079,171.018619163693,171.02,140235.27,85509.31,6374.33,140.24,85.51,0.01
2024-03-13,Khavda Renewable Energy Park,162.66709962423363,3.661555006858712,166.32865463109235,166.33,136389.5,83164.33,6199.52,136.39,83.16,0.01
2024-03-14,Khavda Renewable Energy Park,170.30502775,0.0,170.30502775,170.31,139650.12,85152.51,6347.73,139.65,85.15,0.01
2024-03-15,Khavda Renewable Energy Park,168.61581160654998,0.0,168.61581160654998,168.62,138264.97,84307.91,6284.77,138.26,84.31,0.01
2024-03-16,Khavda Renewable Energy Park,164.099708325696,1.920438957476e-06,164.09971024613495,164.1,134561.76,82049.86,6116.44,134.56,82.05,0.01
2024-03-17,Khavda Renewable Energy Park,166.742261934248,0.0,166.742261934248,166.74,136728.65,83371.13,6214.94,136.73,83.37,0.01
2024-03-18,Khavda Renewable Energy Park,162.28494607875,0.0,162.28494607875,162.28,133073.66,81142.47,6048.8,133.07,81.14,0.01
2024-03-19,Khavda Renewable Energy Park,132.63969113472,0.0399391289437585,132.67963026366377,132.68,108797.3,66339.82,4945.33,108.8,66.34,0.0
2024-03-20,Khavda Renewable Energy Park,112.0262941653504,0.0029207475994513,112.02921491294984,112.03,91863.96,56014.61,4175.63,91.86,56.01,0.0
2024-03-21,Khavda Renewable Energy Park,97.961808878208,0.0378,97.999608878208,98.0,80359.68,48999.8,3652.71,80.36,49.0,0.0
2024-03-22,Khavda Renewable Energy Park,157.242018385342,2.5911188957475995,159.8331372810896,159.83,131063.17,79916.57,5957.42,131.06,79.92,0.01
2024-03-23,Khavda Renewable Energy Park,111.845860927064,1.2646148148148153,113.11047574187884,113.11,92750.59,56555.24,4215.94,92.75,56.56,0.0
2024-03-24,Khavda Renewable Energy Park,136.47783062133223,1.5199374142661173,137.99776803559834,138.0,113158.17,68998.88,5143.55,113.16,69.0,0.01
2024-03-25,Khavda Renewable Energy Park,160.5801358795348,1.5363511659808e-05,160.58015124304646,160.58,131675.72,80290.08,5985.26,131.68,80.29,0.01
2024-03-26,Khavda Renewable Energy Park,129.362891264376,0.1526883401920438,129.51557960456805,129.52,106202.78,64757.79,4827.4,106.2,64.76,0.0
2024-03-27,Khavda Renewable Energy Park,122.6226806163744,1.4471871056241432,124.06986772199852,124.07,101737.29,62034.93,4624.42,101.74,62.03,0.0
2024-03-28,Khavda Renewable Energy Park,116.899089050172,0.6587105624142665,117.55779961258628,117.56,96397.4,58778.9,4381.7,96.4,58.78,0.0
2024-03-29,Khavda Renewable Energy Park,142.8042661110692,3.7960479080932767,146.60031401916248,146.6,120212.26,73300.16,5464.19,120.21,73.3,0.01
2024-03-30,Khavda Renewable Energy Park,182.8423830393776,2.2231481481481463,185.0655311875257,185.07,151753.74,92532.77,6897.9,151.75,92.53,0.01
2024-03-31,Khavda Renewable Energy Park,131.3627195751552,0.0544878943758573,131.41720746953106,131.42,107762.11,65708.6,4898.28,107.76,65.71,0.0
2024-04-01,Khavda Renewable Energy Park,103.449422786325,0.2190915980795612,103.66851438440456,103.67,85008.18,51834.26,3864.01,85.01,51.83,0.0
2024-04-02,Khavda Renewable Energy Park,91.094589286822,2.626451851851851,93.72104113867384,93.72,76851.25,46860.52,3493.24,76.85,46.86,0.0
2024-04-03,Khavda Renewable Energy Park,103.40646617801498,4.027452400548694,107.43391857856368,107.43,88095.81,53716.96,4004.36,88.1,53.72,0.0
2024-04-04,Khavda Renewable Energy Park,33.9720922861826,2.037985185185186,36.01007747136779,36.01,29528.26,18005.04,1342.19,29.53,18.01,0.0
2024-04-05,Khavda Renewable Energy Park,36.74168965459301,10.830799451303148,47.57248910589616,47.57,39009.44,23786.24,1773.16,39.01,23.79,0.0
2024-04-06,Khavda Renewable Energy Park,163.827495668518,1.920438957475994,165.747934625994,165.75,135913.31,82873.97,6177.88,135.91,82.87,0.01
2024-04-07,Khavda Renewable Energy Park,153.068342592693,0.0058546982167352,153.07419729090972,153.07,125520.84,76537.1,5705.49,125.52,76.54,0.01
2024-04-08,Khavda Renewable Energy Park,175.934494591856,0.0,175.934494591856,175.93,144266.29,87967.25,6557.56,144.27,87.97,0.01
2024-04-09,Khavda Renewable Energy Park,173.53941152845442,0.3283064814814817,173.8677180099359,173.87,142571.53,86933.86,6480.52,142.57,86.93,0.01
2024-04-10,Khavda Renewable Energy Park,103.57323495509765,0.5521185185185188,104.12535347361614,104.13,85382.79,52062.68,3881.04,85.38,52.06,0.0
