date,site_name,total_generation_mw,predicted_total_generation_mw,daily_revenue_inr,revenue_at_risk_inr,co2_avoided_tons,coal_saved_tons,trees_equivalent_million,overall_risk_level,risk_alert,active_high_risk_factors,ai_insight
2024-02-09,Khavda Renewable Energy Park,136.184093375,0.0,612828.42,6128.28,66.52,40.56,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-02-10,Khavda Renewable Energy Park,144.84845127499997,0.0,651818.03,6518.18,83.54,50.94,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-02-11,Khavda Renewable Energy Park,118.43974325777091,0.0,532978.84,5329.79,41.0,25.0,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-02-12,Khavda Renewable Energy Park,78.05589288449931,0.0,351251.52,17562.58,6.46,3.94,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2024-02-13,Khavda Renewable Energy Park,59.57257927437585,0.0,268076.61,13403.83,2.84,1.73,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2024-02-14,Khavda Renewable Energy Park,139.02504009093278,0.0,625612.68,6256.13,78.16,47.66,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-02-15,Khavda Renewable Energy Park,132.10089463184497,0.0,594454.03,5944.54,68.5,41.77,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-02-16,Khavda Renewable Energy Park,124.5812817621536,0.0,560615.77,5606.16,59.43,36.24,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-02-17,Khavda Renewable Energy Park,133.3631820751852,0.0,600134.32,6001.34,62.15,37.89,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-02-18,Khavda Renewable Energy Park,121.589778983155,0.0,547154.01,5471.54,41.05,25.03,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-02-19,Khavda Renewable Energy Park,111.4137132099314,0.0,501361.71,5013.62,33.3,20.31,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-02-20,Khavda Renewable Energy Park,117.35436648573072,0.0,528094.65,5280.95,50.26,30.65,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-02-21,Khavda Renewable Energy Park,146.4419298177092,0.0,658988.68,6589.89,81.38,49.62,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-02-22,Khavda Renewable Energy Park,150.11799374135117,0.0,675530.97,6755.31,84.01,51.22,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-02-23,Khavda Renewable Energy Park,158.683248625,0.0,714074.62,7140.75,84.16,51.32,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-02-24,Khavda Renewable Energy Park,154.61057898,0.0,695747.61,6957.48,79.86,48.69,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-02-25,Khavda Renewable Energy Park,102.23437157877233,0.0,460054.67,4600.55,23.19,14.14,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-02-26,Khavda Renewable Energy Park,51.694886028093286,0.0,232626.99,11631.35,3.3,2.01,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2024-02-27,Khavda Renewable Energy Park,147.95907265784635,0.0,665815.83,6658.16,79.05,48.2,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-02-28,Khavda Renewable Energy Park,148.2566314119204,0.0,667154.84,6671.55,82.55,50.34,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-02-29,Khavda Renewable Energy Park,125.39542319501122,0.0,564279.4,5642.79,49.8,30.37,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-01,Khavda Renewable Energy Park,70.39647647099729,0.0,316784.14,15839.21,4.85,2.96,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2024-03-02,Khavda Renewable Energy Park,133.4326351051852,0.0,600446.86,6004.47,46.82,28.55,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-03,Khavda Renewable Energy Park,107.56730929894378,0.0,484052.89,4840.53,15.73,9.59,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-04,Khavda Renewable Energy Park,150.9559524,0.0,679301.79,6793.02,57.72,35.19,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-05,Khavda Renewable Energy Park,167.024086561845,0.0,751608.39,7516.08,91.26,55.65,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-06,Khavda Renewable Energy Park,152.21617767462277,0.0,684972.8,6849.73,76.71,46.77,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-07,Khavda Renewable Energy Park,168.26918777,0.0,757211.34,7572.11,98.38,59.99,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-08,Khavda Renewable Energy Park,167.02081599648147,0.0,751593.67,7515.94,94.91,57.87,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-09,Khavda Renewable Energy Park,133.71302848277094,0.0,601708.63,6017.09,43.1,26.28,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-10,Khavda Renewable Energy Park,130.32276523908402,0.0,586452.44,5864.52,49.82,30.38,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-11,Khavda Renewable Energy Park,169.86304103204654,0.0,764383.68,7643.84,97.27,59.31,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-12,Khavda Renewable Energy Park,171.018619163693,0.0,769583.79,7695.84,96.62,58.91,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-13,Khavda Renewable Energy Park,166.32865463109235,0.0,748478.95,7484.79,92.6,56.46,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-14,Khavda Renewable Energy Park,170.30502775,0.0,766372.62,7663.73,94.91,57.87,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-15,Khavda Renewable Energy Park,168.61581160654998,0.0,758771.15,7587.71,94.5,57.62,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-16,Khavda Renewable Energy Park,164.09971024613495,0.0,738448.7,7384.49,89.9,54.82,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-17,Khavda Renewable Energy Park,166.742261934248,0.0,750340.18,7503.4,93.46,56.99,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-18,Khavda Renewable Energy Park,162.28494607875,0.0,730282.26,7302.82,81.06,49.43,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-19,Khavda Renewable Energy Park,132.67963026366377,0.0,597058.34,5970.58,46.66,28.45,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-20,Khavda Renewable Energy Park,112.02921491294984,0.0,504131.47,5041.31,26.35,16.07,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-21,Khavda Renewable Energy Park,97.999608878208,0.0,440998.24,4409.98,20.37,12.42,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-22,Khavda Renewable Energy Park,159.8331372810896,0.0,719249.12,7192.49,69.59,42.43,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-23,Khavda Renewable Energy Park,113.11047574187884,0.0,508997.14,5089.97,27.47,16.75,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-24,Khavda Renewable Energy Park,137.99776803559834,0.0,620989.96,6209.9,50.17,30.59,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-25,Khavda Renewable Energy Park,160.58015124304646,0.0,722610.68,7226.11,82.57,50.35,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-26,Khavda Renewable Energy Park,129.51557960456805,0.0,582820.11,5828.2,40.7,24.82,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-27,Khavda Renewable Energy Park,124.06986772199852,0.0,558314.4,5583.14,31.45,19.18,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-28,Khavda Renewable Energy Park,117.55779961258628,0.0,529010.1,5290.1,25.8,15.73,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-29,Khavda Renewable Energy Park,146.60031401916248,0.0,659701.41,6597.01,58.43,35.63,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-30,Khavda Renewable Energy Park,185.0655311875257,0.0,832794.89,8327.95,103.43,63.07,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-03-31,Khavda Renewable Energy Park,131.41720746953106,0.0,591377.43,5913.77,43.56,26.56,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-04-01,Khavda Renewable Energy Park,103.66851438440456,0.0,466508.31,4665.08,13.03,7.94,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-04-02,Khavda Renewable Energy Park,93.72104113867384,0.0,421744.69,4217.45,13.39,8.17,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-04-03,Khavda Renewable Energy Park,107.43391857856368,0.0,483452.63,4834.53,20.72,12.63,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-04-04,Khavda Renewable Energy Park,36.01007747136779,0.0,162045.35,8102.27,1.67,1.02,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2024-04-05,Khavda Renewable Energy Park,47.57248910589616,0.0,214076.2,10703.81,8.88,5.42,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2024-04-06,Khavda Renewable Energy Park,165.747934625994,0.0,745865.71,7458.66,76.49,46.64,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-04-07,Khavda Renewable Energy Park,153.07419729090972,0.0,688833.89,6888.34,73.58,44.87,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-04-08,Khavda Renewable Energy Park,175.934494591856,0.0,791705.23,7917.05,96.48,58.83,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-04-09,Khavda Renewable Energy Park,173.8677180099359,0.0,782404.73,7824.05,93.98,57.3,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-04-10,Khavda Renewable Energy Park,104.12535347361614,0.0,468564.09,4685.64,13.03,7.95,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-04-11,Khavda Renewable Energy Park,145.72497626367354,0.0,655762.39,6557.62,63.01,38.42,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-04-12,Khavda Renewable Energy Park,147.76594222942813,0.0,664946.74,6649.47,65.33,39.84,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-04-13,Khavda Renewable Energy Park,106.54858346733438,0.0,479468.63,4794.69,17.73,10.81,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-04-14,Khavda Renewable Energy Park,47.67578132496982,0.0,214541.02,10727.05,0.3,0.18,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2024-04-15,Khavda Renewable Energy Park,66.82407822486944,0.0,300708.35,15035.42,1.87,1.14,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2024-04-16,Khavda Renewable Energy Park,112.00107118032189,0.0,504004.82,5040.05,20.07,12.24,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-04-17,Khavda Renewable Energy Park,118.098353068416,0.0,531442.59,5314.43,24.69,15.06,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-04-18,Khavda Renewable Energy Park,130.44840055169635,0.0,587017.8,5870.18,33.45,20.39,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-04-19,Khavda Renewable Energy Park,196.2207372248816,0.0,882993.32,8829.93,103.03,62.82,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-04-20,Khavda Renewable Energy Park,95.91907545369862,0.0,431635.84,21581.79,7.62,4.65,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2024-04-21,Khavda Renewable Energy Park,162.6538182538662,0.0,731942.18,7319.42,57.62,35.13,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-04-22,Khavda Renewable Energy Park,183.932590785794,0.0,827696.66,8276.97,97.33,59.35,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-04-23,Khavda Renewable Energy Park,177.05473120210283,0.0,796746.29,7967.46,95.07,57.97,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-04-24,Khavda Renewable Energy Park,182.69616896680188,0.0,822132.76,8221.33,99.83,60.87,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-04-25,Khavda Renewable Energy Park,188.9017719918349,0.0,850057.97,8500.58,104.43,63.68,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-04-26,Khavda Renewable Energy Park,149.587855147228,0.0,673145.35,6731.45,50.5,30.79,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-04-27,Khavda Renewable Energy Park,145.26225287186716,0.0,653680.14,6536.8,42.87,26.14,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-04-28,Khavda Renewable Energy Park,134.72082035287892,0.0,606243.69,6062.44,31.03,18.92,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-04-29,Khavda Renewable Energy Park,132.58933254175005,0.0,596652.0,5966.52,38.53,23.5,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-04-30,Khavda Renewable Energy Park,190.25849431822,0.0,856163.22,8561.63,106.14,64.72,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-01,Khavda Renewable Energy Park,190.487844822116,0.0,857195.3,8571.95,89.43,54.53,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-02,Khavda Renewable Energy Park,124.2316175037168,0.0,559042.28,5590.42,22.19,13.53,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-03,Khavda Renewable Energy Park,102.40485199650038,0.0,460821.83,23041.09,10.78,6.57,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2024-05-04,Khavda Renewable Energy Park,67.42847795736046,0.0,303428.15,15171.41,6.27,3.82,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
2024-05-05,Khavda Renewable Energy Park,116.92389988844567,0.0,526157.55,5261.58,26.21,15.98,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-06,Khavda Renewable Energy Park,189.3452237311683,0.0,852053.51,8520.54,105.08,64.07,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-07,Khavda Renewable Energy Park,178.1697765500294,0.0,801763.99,8017.64,91.46,55.77,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-08,Khavda Renewable Energy Park,185.3572468269223,0.0,834107.61,8341.08,99.07,60.41,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-09,Khavda Renewable Energy Park,185.1339663668398,0.0,833102.85,8331.03,98.06,59.8,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-10,Khavda Renewable Energy Park,202.76297051675127,0.0,912433.37,9124.33,114.49,69.81,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-11,Khavda Renewable Energy Park,181.8335072080908,0.0,818250.78,8182.51,90.74,55.33,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-12,Khavda Renewable Energy Park,194.3320208803572,0.0,874494.09,8744.94,103.81,63.3,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-13,Khavda Renewable Energy Park,177.08892728768816,0.0,796900.17,7969.0,84.64,51.61,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-14,Khavda Renewable Energy Park,158.66829760077118,0.0,714007.34,7140.07,65.95,40.21,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-15,Khavda Renewable Energy Park,133.279257804044,0.0,599756.66,5997.57,40.84,24.9,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-16,Khavda Renewable Energy Park,126.54630401721202,0.0,569458.37,5694.58,38.5,23.47,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-17,Khavda Renewable Energy Park,187.3532609689676,0.0,843089.67,8430.9,107.66,65.65,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-18,Khavda Renewable Energy Park,189.11826329370703,0.0,851032.18,8510.32,107.85,65.76,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-19,Khavda Renewable Energy Park,181.3223426020868,0.0,815950.54,8159.51,95.0,57.93,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-20,Khavda Renewable Energy Park,200.6596700717108,0.0,902968.52,9029.69,117.1,71.41,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-21,Khavda Renewable Energy Park,188.2291246297896,0.0,847031.06,8470.31,104.63,63.8,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-22,Khavda Renewable Energy Park,189.2935588275271,0.0,851821.01,8518.21,102.78,62.67,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-23,Khavda Renewable Energy Park,200.48784933617105,0.0,902195.32,9021.95,114.87,70.05,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-24,Khavda Renewable Energy Park,195.07503370445664,0.0,877837.65,8778.38,103.54,63.13,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-25,Khavda Renewable Energy Park,193.1615713858652,0.0,869227.07,8692.27,108.94,66.43,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-26,Khavda Renewable Energy Park,163.17974421623128,0.0,734308.85,7343.09,65.35,39.85,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-27,Khavda Renewable Energy Park,253.9785800201248,0.0,1142903.61,11429.04,159.71,97.39,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-28,Khavda Renewable Energy Park,290.387153187968,0.0,1306742.19,13067.42,185.0,112.81,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-29,Khavda Renewable Energy Park,193.7433487800105,0.0,871845.07,8718.45,91.41,55.74,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-30,Khavda Renewable Energy Park,179.78480689804178,0.0,809031.63,8090.32,84.28,51.39,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-05-31,Khavda Renewable Energy Park,188.9996427770998,0.0,850498.39,8504.98,105.41,64.27,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-06-01,Khavda Renewable Energy Park,152.42644102389104,0.0,685918.98,6859.19,53.28,32.49,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-06-02,Khavda Renewable Energy Park,141.08325971001585,0.0,634874.67,6348.75,42.74,26.06,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-06-03,Khavda Renewable Energy Park,185.0520572454316,0.0,832734.26,8327.34,93.4,56.95,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-06-04,Khavda Renewable Energy Park,189.63176183918108,0.0,853342.93,8533.43,93.84,57.22,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-06-05,Khavda Renewable Energy Park,199.66925765242075,0.0,898511.66,8985.12,116.36,70.95,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-06-06,Khavda Renewable Energy Park,176.44827297397003,0.0,794017.23,7940.17,91.32,55.69,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-06-07,Khavda Renewable Energy Park,155.6036403482732,0.0,700216.38,7002.16,60.91,37.14,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-06-08,Khavda Renewable Energy Park,170.1062405850108,0.0,765478.08,7654.78,76.94,46.92,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-06-09,Khavda Renewable Energy Park,178.778738931584,0.0,804504.33,8045.04,85.35,52.04,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-06-10,Khavda Renewable Energy Park,167.65201249568727,0.0,754434.06,7544.34,72.59,44.27,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-06-11,Khavda Renewable Energy Park,204.8213629368576,0.0,921696.13,9216.96,118.33,72.15,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-06-12,Khavda Renewable Energy Park,209.82653330803703,0.0,944219.4,9442.19,118.73,72.4,0.01,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-06-13,Khavda Renewable Energy Park,201.98603162616,0.0,908937.14,9089.37,109.83,66.97,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-06-14,Khavda Renewable Energy Park,175.98621731375047,0.0,791937.98,7919.38,83.86,51.13,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-06-15,Khavda Renewable Energy Park,153.42216790340717,0.0,690399.76,6904.0,62.33,38.01,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-06-16,Khavda Renewable Energy Park,87.3397022793451,0.0,393028.66,3930.29,12.04,7.34,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-06-17,Khavda Renewable Energy Park,116.65573998599184,0.0,524950.83,5249.51,28.67,17.48,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-06-18,Khavda Renewable Energy Park,138.77737167730328,0.0,624498.17,6244.98,42.39,25.85,0.0,LOW,NORMAL_OPERATIONS,NORMAL,Favorable weather conditions. Revenue outlook remains favorable.
2024-06-19,Khavda Renewable Energy Park,128.46538210033077,0.0,578094.22,28904.71,41.24,25.15,0.0,MEDIUM,NORMAL_OPERATIONS,NORMAL,Moderate weather patterns observed. Monitor generation closely.
2024-06-20,Khavda Renewable Energy Park,138.26568679097113,0.0,622195.59,31109.78,46.81,28.54,0.0,MEDIUM,NORMAL_OPERATIONS,NORMAL,Moderate weather patterns observed. Monitor generation closely.
2024-06-21,Khavda Renewable Energy Park,75.28016532370394,0.0,338760.74,16938.04,10.49,6.39,0.0,MEDIUM,NORMAL_OPERATIONS,CLOUD_CURTAILMENT,Cloud cover and rainfall may reduce solar generation.
